,ts_code,symbol,name,area,industry,list_date
1171,002714.SZ,002714,牧原股份,河南,农业综合,20140128
1172,002715.SZ,002715,登云股份,广东,汽车配件,20140219
1173,002716.SZ,002716,金贵银业,湖南,小金属,20140128
1174,002717.SZ,002717,岭南股份,广东,环境保护,20140219
1175,002718.SZ,002718,友邦吊顶,浙江,家居用品,20140128
1177,002721.SZ,002721,金一文化,北京,服饰,20140127
1178,002722.SZ,002722,金轮股份,江苏,纺织机械,20140128
1179,002723.SZ,002723,金莱特,广东,家用电器,20140129
1180,002724.SZ,002724,海洋王,深圳,半导体,20141104
1181,002725.SZ,002725,跃岭股份,浙江,汽车配件,20140129
1182,002726.SZ,002726,龙大肉食,山东,食品,20140626
1183,002727.SZ,002727,一心堂,云南,医药商业,20140702
1184,002728.SZ,002728,特一药业,广东,中成药,20140731
1185,002729.SZ,002729,好利科技,福建,元器件,20140912
1186,002730.SZ,002730,电光科技,浙江,电气设备,20141009
1187,002731.SZ,002731,萃华珠宝,辽宁,服饰,20141104
1188,002732.SZ,002732,燕塘乳业,广东,乳制品,20141205
1189,002733.SZ,002733,雄韬股份,深圳,电气设备,20141203
1190,002734.SZ,002734,利民股份,江苏,农药化肥,20150127
1191,002735.SZ,002735,王子新材,深圳,塑料,20141203
1192,002736.SZ,002736,国信证券,深圳,证券,20141229
1193,002737.SZ,002737,葵花药业,黑龙江,中成药,20141230
1194,002738.SZ,002738,中矿资源,北京,小金属,20141230
1195,002739.SZ,002739,万达电影,北京,影视音像,20150122
1196,002740.SZ,002740,爱迪尔,福建,服饰,20150122
1197,002741.SZ,002741,光华科技,广东,化工原料,20150216
1198,002742.SZ,002742,三圣股份,重庆,其他建材,20150217
1199,002743.SZ,002743,富煌钢构,安徽,钢加工,20150217
1200,002745.SZ,002745,木林森,广东,电气设备,20150217
1201,002746.SZ,002746,仙坛股份,山东,食品,20150216
1202,002747.SZ,002747,埃斯顿,江苏,机械基件,20150320
1203,002748.SZ,002748,世龙实业,江西,化工原料,20150319
1204,002749.SZ,002749,国光股份,四川,农药化肥,20150320
1205,002750.SZ,002750,龙津药业,云南,中成药,20150324
1206,002751.SZ,002751,易尚展示,深圳,家居用品,20150424
1207,002752.SZ,002752,昇兴股份,福建,广告包装,20150422
1208,002753.SZ,002753,永东股份,山西,化工原料,20150519
1209,002755.SZ,002755,奥赛康,北京,化学制药,20150515
1210,002756.SZ,002756,永兴材料,浙江,特种钢,20150515
1211,002757.SZ,002757,南兴股份,广东,专用机械,20150527
1212,002758.SZ,002758,浙农股份,浙江,医药商业,20150527
1213,002759.SZ,002759,天际股份,广东,家用电器,20150528
1214,002760.SZ,002760,凤形股份,安徽,机械基件,20150611
1215,002761.SZ,002761,浙江建投,浙江,建筑工程,20150610
1216,002762.SZ,002762,金发拉比,广东,服饰,20150610
1217,002763.SZ,002763,汇洁股份,深圳,服饰,20150610
1218,002765.SZ,002765,蓝黛科技,重庆,元器件,20150612
1220,002767.SZ,002767,先锋电子,浙江,电器仪表,20150612
1221,002768.SZ,002768,国恩股份,山东,塑料,20150630
1222,002769.SZ,002769,普路通,深圳,仓储物流,20150629
1224,002771.SZ,002771,真视通,北京,软件服务,20150629
1225,002772.SZ,002772,众兴菌业,甘肃,种植业,20150626
1226,002773.SZ,002773,康弘药业,四川,化学制药,20150626
1227,002774.SZ,002774,快意电梯,广东,运输设备,20170324
1228,002775.SZ,002775,文科园林,深圳,建筑工程,20150629
1230,002777.SZ,002777,久远银海,四川,软件服务,20151231
1231,002778.SZ,002778,中晟高科,江苏,石油加工,20160106
1232,002779.SZ,002779,中坚科技,浙江,农用机械,20151209
1233,002780.SZ,002780,三夫户外,北京,其他商业,20151209
1234,002781.SZ,002781,奇信股份,深圳,装修装饰,20151222
1235,002782.SZ,002782,可立克,深圳,电气设备,20151222
1236,002783.SZ,002783,凯龙股份,湖北,化工原料,20151209
1237,002785.SZ,002785,万里石,福建,其他建材,20151223
1238,002786.SZ,002786,银宝山新,深圳,专用机械,20151223
1239,002787.SZ,002787,华源控股,江苏,广告包装,20151231
1240,002788.SZ,002788,鹭燕医药,福建,医药商业,20160218
1241,002789.SZ,002789,建艺集团,深圳,装修装饰,20160311
1242,002790.SZ,002790,瑞尔特,福建,家居用品,20160308
1243,002791.SZ,002791,坚朗五金,广东,其他建材,20160329
1244,002792.SZ,002792,通宇通讯,广东,通信设备,20160328
1245,002793.SZ,002793,罗欣药业,浙江,化学制药,20160415
1246,002795.SZ,002795,永和智控,浙江,机械基件,20160428
1247,002796.SZ,002796,世嘉科技,江苏,通信设备,20160510
1248,002797.SZ,002797,第一创业,深圳,证券,20160511
1249,002798.SZ,002798,帝欧家居,四川,家居用品,20160525
1250,002799.SZ,002799,环球印务,陕西,广告包装,20160608
1251,002800.SZ,002800,天顺股份,新疆,仓储物流,20160530
1252,002801.SZ,002801,微光股份,浙江,电气设备,20160622
1253,002802.SZ,002802,洪汇新材,江苏,化工原料,20160629
1254,002803.SZ,002803,吉宏股份,福建,互联网,20160712
1255,002805.SZ,002805,丰元股份,山东,化工原料,20160707
1256,002806.SZ,002806,华锋股份,广东,铝,20160726
1257,002807.SZ,002807,江阴银行,江苏,银行,20160902
1258,002808.SZ,002808,恒久科技,江苏,元器件,20160812
1259,002809.SZ,002809,红墙股份,广东,化工原料,20160823
1260,002810.SZ,002810,山东赫达,山东,化工原料,20160826
1261,002811.SZ,002811,郑中设计,深圳,装修装饰,20160908
1262,002812.SZ,002812,恩捷股份,云南,电气设备,20160914
1263,002813.SZ,002813,路畅科技,深圳,汽车配件,20161012
1264,002815.SZ,002815,崇达技术,深圳,元器件,20161012
1265,002816.SZ,002816,和科达,深圳,专用机械,20161025
1266,002817.SZ,002817,黄山胶囊,安徽,化学制药,20161025
1267,002818.SZ,002818,富森美,四川,其他商业,20161109
1268,002819.SZ,002819,东方中科,北京,电器仪表,20161111
1269,002820.SZ,002820,桂发祥,天津,食品,20161118
1270,002821.SZ,002821,凯莱英,天津,生物制药,20161118
1271,002822.SZ,002822,中装建设,深圳,装修装饰,20161129
1272,002823.SZ,002823,凯中精密,深圳,机械基件,20161124
1273,002824.SZ,002824,和胜股份,广东,铝,20170112
1274,002825.SZ,002825,纳尔股份,上海,化工原料,20161129
1275,002826.SZ,002826,易明医药,西藏,中成药,20161209
1276,002827.SZ,002827,高争民爆,西藏,化工原料,20161209
1277,002828.SZ,002828,贝肯能源,新疆,石油开采,20161208
1278,002829.SZ,002829,星网宇达,北京,航空,20161213
1279,002830.SZ,002830,名雕股份,深圳,装修装饰,20161213
1280,002831.SZ,002831,裕同科技,深圳,广告包装,20161216
1281,002832.SZ,002832,比音勒芬,广东,服饰,20161223
1282,002833.SZ,002833,弘亚数控,广东,专用机械,20161228
1283,002835.SZ,002835,同为股份,深圳,元器件,20161228
1284,002836.SZ,002836,新宏泽,广东,广告包装,20161229
1285,002837.SZ,002837,英维克,深圳,专用机械,20161229
1286,002838.SZ,002838,道恩股份,山东,塑料,20170106
1287,002839.SZ,002839,张家港行,江苏,银行,20170124
1288,002840.SZ,002840,华统股份,浙江,食品,20170110
1289,002841.SZ,002841,视源股份,广东,元器件,20170119
1290,002842.SZ,002842,翔鹭钨业,广东,小金属,20170119
1291,002843.SZ,002843,泰嘉股份,湖南,钢加工,20170120
1292,002845.SZ,002845,同兴达,深圳,元器件,20170125
1293,002846.SZ,002846,英联股份,广东,广告包装,20170207
1294,002847.SZ,002847,盐津铺子,湖南,食品,20170208
1295,002848.SZ,002848,高斯贝尔,湖南,家用电器,20170213
1296,002849.SZ,002849,威星智能,浙江,电器仪表,20170217
1297,002850.SZ,002850,科达利,深圳,电气设备,20170302
1298,002851.SZ,002851,麦格米特,深圳,电气设备,20170306
1299,002852.SZ,002852,道道全,湖南,食品,20170310
1300,002853.SZ,002853,皮阿诺,广东,家居用品,20170310
1301,002855.SZ,002855,捷荣技术,广东,元器件,20170321
1302,002856.SZ,002856,美芝股份,深圳,装修装饰,20170320
1303,002857.SZ,002857,三晖电气,河南,电器仪表,20170323
1304,002858.SZ,002858,力盛赛车,上海,文教休闲,20170324
1305,002859.SZ,002859,洁美科技,浙江,元器件,20170407
1306,002860.SZ,002860,星帅尔,浙江,家用电器,20170412
1307,002861.SZ,002861,瀛通通讯,湖北,通信设备,20170413
1308,002862.SZ,002862,实丰文化,广东,文教休闲,20170411
1309,002863.SZ,002863,今飞凯达,浙江,汽车配件,20170418
1310,002864.SZ,002864,盘龙药业,陕西,中成药,20171116
1311,002865.SZ,002865,钧达股份,海南,汽车配件,20170425
1312,002866.SZ,002866,传艺科技,江苏,IT设备,20170426
1313,002867.SZ,002867,周大生,深圳,服饰,20170427
1314,002868.SZ,002868,绿康生化,福建,农业综合,20170503
1315,002869.SZ,002869,金溢科技,深圳,通信设备,20170515
1316,002870.SZ,002870,香山股份,广东,汽车配件,20170515
1317,002871.SZ,002871,伟隆股份,山东,机械基件,20170511
1319,002873.SZ,002873,新天药业,贵州,中成药,20170519
1320,002875.SZ,002875,安奈儿,深圳,服饰,20170601
1321,002876.SZ,002876,三利谱,深圳,元器件,20170525
1322,002877.SZ,002877,智能自控,江苏,电器仪表,20170605
1323,002878.SZ,002878,元隆雅图,北京,文教休闲,20170606
1324,002879.SZ,002879,长缆科技,湖南,电气设备,20170707
1325,002880.SZ,002880,卫光生物,深圳,生物制药,20170616
1326,002881.SZ,002881,美格智能,深圳,通信设备,20170622
1327,002882.SZ,002882,金龙羽,深圳,电气设备,20170717
1328,002883.SZ,002883,中设股份,江苏,建筑工程,20170620
1329,002884.SZ,002884,凌霄泵业,广东,专用机械,20170711
1330,002885.SZ,002885,京泉华,深圳,元器件,20170627
1331,002886.SZ,002886,沃特股份,深圳,塑料,20170627
1332,002887.SZ,002887,绿茵生态,天津,环境保护,20170801
1333,002888.SZ,002888,惠威科技,广东,元器件,20170721
1334,002889.SZ,002889,东方嘉盛,深圳,仓储物流,20170731
1335,002890.SZ,002890,弘宇股份,山东,农用机械,20170802
1336,002891.SZ,002891,中宠股份,山东,饲料,20170821
1337,002892.SZ,002892,科力尔,湖南,电气设备,20170817
1338,002893.SZ,002893,华通热力,北京,供气供热,20170915
1339,002895.SZ,002895,川恒股份,贵州,化工原料,20170825
1340,002896.SZ,002896,中大力德,浙江,机械基件,20170829
1341,002897.SZ,002897,意华股份,浙江,元器件,20170907
1342,002898.SZ,002898,赛隆药业,广东,化学制药,20170912
1343,002899.SZ,002899,英派斯,山东,文教休闲,20170915
1344,002900.SZ,002900,哈三联,黑龙江,化学制药,20170922
1345,002901.SZ,002901,大博医疗,福建,医疗保健,20170922
1346,002902.SZ,002902,铭普光磁,广东,元器件,20170929
1347,002903.SZ,002903,宇环数控,湖南,机床制造,20171013
1348,002905.SZ,002905,金逸影视,广东,影视音像,20171016
1349,002906.SZ,002906,华阳集团,广东,汽车配件,20171013
1350,002907.SZ,002907,华森制药,重庆,化学制药,20171020
1351,002908.SZ,002908,德生科技,广东,元器件,20171020
1352,002909.SZ,002909,集泰股份,广东,化工原料,20171026
1353,002910.SZ,002910,庄园牧场,甘肃,乳制品,20171031
1354,002911.SZ,002911,佛燃能源,广东,供气供热,20171122
1355,002912.SZ,002912,中新赛克,深圳,软件服务,20171121
1356,002913.SZ,002913,奥士康,湖南,元器件,20171201
1357,002915.SZ,002915,中欣氟材,浙江,化工原料,20171205
1358,002916.SZ,002916,深南电路,深圳,元器件,20171213
1359,002917.SZ,002917,金奥博,深圳,化工原料,20171208
1360,002918.SZ,002918,蒙娜丽莎,广东,其他建材,20171219
1361,002919.SZ,002919,名臣健康,广东,日用化工,20171218
1362,002920.SZ,002920,德赛西威,广东,汽车配件,20171226
1363,002921.SZ,002921,联诚精密,山东,汽车配件,20171227
1364,002922.SZ,002922,伊戈尔,广东,电气设备,20171229
1365,002923.SZ,002923,润都股份,广东,化学制药,20180105
1366,002925.SZ,002925,盈趣科技,福建,元器件,20180115
1367,002926.SZ,002926,华西证券,四川,证券,20180205
1368,002927.SZ,002927,泰永长征,贵州,电气设备,20180223
1369,002928.SZ,002928,华夏航空,贵州,空运,20180302
1370,002929.SZ,002929,润建股份,广西,通信设备,20180301
1371,002930.SZ,002930,宏川智慧,广东,仓储物流,20180328
1372,002931.SZ,002931,锋龙股份,浙江,汽车配件,20180403
1373,002932.SZ,002932,明德生物,湖北,医疗保健,20180710
1374,002933.SZ,002933,新兴装备,北京,航空,20180828
1375,002935.SZ,002935,天奥电子,四川,航空,20180903
1376,002936.SZ,002936,郑州银行,河南,银行,20180919
1377,002937.SZ,002937,兴瑞科技,浙江,元器件,20180926
1378,002938.SZ,002938,鹏鼎控股,深圳,元器件,20180918
1379,002939.SZ,002939,长城证券,深圳,证券,20181026
1380,002940.SZ,002940,昂利康,浙江,化学制药,20181023
1381,002941.SZ,002941,新疆交建,新疆,建筑工程,20181128
1382,002942.SZ,002942,新农股份,浙江,农药化肥,20181205
1383,002943.SZ,002943,宇晶股份,湖南,机床制造,20181129
1384,002945.SZ,002945,华林证券,西藏,证券,20190117
1385,002946.SZ,002946,新乳业,四川,乳制品,20190125
1386,002947.SZ,002947,恒铭达,江苏,元器件,20190201
1387,002948.SZ,002948,青岛银行,山东,银行,20190116
1388,002949.SZ,002949,华阳国际,深圳,建筑工程,20190226
1389,002950.SZ,002950,奥美医疗,湖北,医疗保健,20190311
1390,002951.SZ,002951,金时科技,四川,广告包装,20190315
1391,002952.SZ,002952,亚世光电,辽宁,元器件,20190328
1392,002953.SZ,002953,日丰股份,广东,电气设备,20190509
1393,002955.SZ,002955,鸿合科技,北京,IT设备,20190523
1394,002956.SZ,002956,西麦食品,广西,食品,20190619
1395,002957.SZ,002957,科瑞技术,深圳,专用机械,20190726
1396,002958.SZ,002958,青农商行,山东,银行,20190326
1397,002959.SZ,002959,小熊电器,广东,家用电器,20190823
1398,002960.SZ,002960,青鸟消防,河北,专用机械,20190809
1399,002961.SZ,002961,瑞达期货,福建,多元金融,20190905
1400,002962.SZ,002962,五方光电,湖北,元器件,20190917
1401,002963.SZ,002963,豪尔赛,北京,装修装饰,20191028
1402,002965.SZ,002965,祥鑫科技,广东,汽车配件,20191025
1403,002966.SZ,002966,苏州银行,江苏,银行,20190802
1404,002967.SZ,002967,广电计量,广东,综合类,20191108
1405,002968.SZ,002968,新大正,重庆,房产服务,20191203
1406,002969.SZ,002969,嘉美包装,安徽,广告包装,20191202
1407,002970.SZ,002970,锐明技术,深圳,通信设备,20191217
1408,002971.SZ,002971,和远气体,湖北,化工原料,20200113
1409,002972.SZ,002972,科安达,深圳,运输设备,20191227
1410,002973.SZ,002973,侨银股份,广东,环境保护,20200106
1411,002975.SZ,002975,博杰股份,广东,专用机械,20200205
1412,002976.SZ,002976,瑞玛工业,江苏,汽车配件,20200306
1413,002977.SZ,002977,天箭科技,四川,通信设备,20200317
1414,002978.SZ,002978,安宁股份,四川,小金属,20200417
1415,002979.SZ,002979,雷赛智能,深圳,专用机械,20200408
1416,002980.SZ,002980,华盛昌,深圳,电器仪表,20200415
1417,002981.SZ,002981,朝阳科技,广东,元器件,20200417
1418,002982.SZ,002982,湘佳股份,湖南,农业综合,20200424
1419,002983.SZ,002983,芯瑞达,安徽,元器件,20200428
1420,002984.SZ,002984,森麒麟,山东,汽车配件,20200911
1421,002985.SZ,002985,北摩高科,北京,航空,20200429
1422,002986.SZ,002986,宇新股份,湖南,化工原料,20200602
1423,002987.SZ,002987,京北方,北京,软件服务,20200507
1424,002988.SZ,002988,豪美新材,广东,铝,20200518
1425,002989.SZ,002989,中天精装,深圳,装修装饰,20200610
1426,002990.SZ,002990,盛视科技,深圳,软件服务,20200525
1427,002991.SZ,002991,甘源食品,江西,食品,20200731
1428,002992.SZ,002992,宝明科技,深圳,元器件,20200803
1429,002993.SZ,002993,奥海科技,广东,元器件,20200817
1430,002995.SZ,002995,天地在线,北京,互联网,20200805
1431,002996.SZ,002996,顺博合金,重庆,铝,20200828
1432,002997.SZ,002997,瑞鹄模具,安徽,汽车配件,20200903
1433,002998.SZ,002998,优彩资源,江苏,化纤,20200925
1434,002999.SZ,002999,天禾股份,广东,批发业,20200903
1435,003000.SZ,003000,劲仔食品,湖南,食品,20200914
1436,003001.SZ,003001,中岩大地,北京,建筑工程,20201013
1437,003002.SZ,003002,壶化股份,山西,化工原料,20200922
1438,003003.SZ,003003,天元股份,广东,广告包装,20200921
1439,003004.SZ,003004,声迅股份,北京,软件服务,20201126
1440,003005.SZ,003005,竞业达,北京,软件服务,20200922
1441,003006.SZ,003006,百亚股份,重庆,造纸,20200921
1442,003007.SZ,003007,直真科技,北京,软件服务,20200923
1443,003008.SZ,003008,开普检测,河南,电气设备,20200923
1444,003009.SZ,003009,中天火箭,陕西,航空,20200925
1445,003010.SZ,003010,若羽臣,广东,互联网,20200925
1446,003011.SZ,003011,海象新材,浙江,家居用品,20200930
1447,003012.SZ,003012,东鹏控股,广东,陶瓷,20201019
1448,003013.SZ,003013,地铁设计,广东,建筑工程,20201022
1449,003015.SZ,003015,日久光电,江苏,元器件,20201021
1450,003016.SZ,003016,欣贺股份,福建,服饰,20201026
1451,003017.SZ,003017,大洋生物,浙江,化工原料,20201026
1452,003018.SZ,003018,金富科技,广东,塑料,20201106
1453,003019.SZ,003019,宸展光电,福建,元器件,20201117
1454,003020.SZ,003020,立方制药,安徽,化学制药,20201215
1455,003021.SZ,003021,兆威机电,深圳,元器件,20201204
1456,003022.SZ,003022,联泓新科,山东,化工原料,20201208
1457,003023.SZ,003023,彩虹集团,四川,家用电器,20201211
1458,003025.SZ,003025,思进智能,浙江,机械基件,20201211
1459,003026.SZ,003026,中晶科技,浙江,半导体,20201218
1460,003027.SZ,003027,同兴环保,安徽,环境保护,20201218
1461,003028.SZ,003028,振邦智能,深圳,元器件,20201228
1462,003029.SZ,003029,吉大正元,吉林,软件服务,20201224
1463,003030.SZ,003030,祖名股份,浙江,食品,20210106
1464,003031.SZ,003031,中瓷电子,河北,元器件,20210104
1465,003032.SZ,003032,传智教育,江苏,文教休闲,20210112
1466,003033.SZ,003033,征和工业,山东,机械基件,20210111
1467,003035.SZ,003035,南网能源,广东,新型电力,20210119
1468,003036.SZ,003036,泰坦股份,浙江,纺织机械,20210128
1469,003037.SZ,003037,三和管桩,广东,水泥,20210204
1470,003038.SZ,003038,鑫铂股份,安徽,铝,20210210
1471,003039.SZ,003039,顺控发展,广东,水务,20210308
1472,003040.SZ,003040,楚天龙,广东,元器件,20210322
1473,003041.SZ,003041,真爱美家,浙江,纺织,20210406
1474,003042.SZ,003042,中农联合,山东,农药化肥,20210406
1475,003043.SZ,003043,华亚智能,江苏,专用机械,20210406
1476,003816.SZ,003816,中国广核,深圳,新型电力,20190826
1477,300001.SZ,300001,特锐德,山东,电气设备,20091030
1478,300002.SZ,300002,神州泰岳,北京,软件服务,20091030
1479,300003.SZ,300003,乐普医疗,北京,医疗保健,20091030
1480,300004.SZ,300004,南风股份,广东,电气设备,20091030
1481,300005.SZ,300005,探路者,北京,服饰,20091030
1482,300006.SZ,300006,莱美药业,重庆,化学制药,20091030
1483,300007.SZ,300007,汉威科技,河南,电器仪表,20091030
1484,300008.SZ,300008,天海防务,上海,船舶,20091030
1485,300009.SZ,300009,安科生物,安徽,生物制药,20091030
1486,300010.SZ,300010,豆神教育,北京,软件服务,20091030
1487,300011.SZ,300011,鼎汉技术,北京,运输设备,20091030
1488,300012.SZ,300012,华测检测,深圳,电器仪表,20091030
1489,300013.SZ,300013,新宁物流,江苏,仓储物流,20091030
1490,300014.SZ,300014,亿纬锂能,广东,电气设备,20091030
1491,300015.SZ,300015,爱尔眼科,湖南,医疗保健,20091030
1492,300016.SZ,300016,北陆药业,北京,化学制药,20091030
1493,300017.SZ,300017,网宿科技,上海,电信运营,20091030
1494,300018.SZ,300018,中元股份,湖北,电气设备,20091030
1495,300019.SZ,300019,硅宝科技,四川,化工原料,20091030
1496,300020.SZ,300020,银江技术,浙江,软件服务,20091030
1497,300021.SZ,300021,大禹节水,甘肃,农业综合,20091030
1498,300022.SZ,300022,吉峰科技,四川,农用机械,20091030
1500,300024.SZ,300024,机器人,辽宁,专用机械,20091030
1501,300025.SZ,300025,华星创业,浙江,通信设备,20091030
1502,300026.SZ,300026,红日药业,天津,中成药,20091030
1503,300027.SZ,300027,华谊兄弟,浙江,影视音像,20091030
1505,300030.SZ,300030,阳普医疗,广东,医疗保健,20091225
1506,300031.SZ,300031,宝通科技,江苏,互联网,20091225
1507,300032.SZ,300032,金龙机电,浙江,元器件,20091225
1508,300033.SZ,300033,同花顺,浙江,软件服务,20091225
1509,300034.SZ,300034,钢研高纳,北京,航空,20091225
1510,300035.SZ,300035,中科电气,湖南,电气设备,20091225
1511,300036.SZ,300036,超图软件,北京,软件服务,20091225
1512,300037.SZ,300037,新宙邦,深圳,化工原料,20100108
1514,300039.SZ,300039,上海凯宝,上海,中成药,20100108
1515,300040.SZ,300040,九洲集团,黑龙江,电气设备,20100108
1516,300041.SZ,300041,回天新材,湖北,化工原料,20100108
1517,300042.SZ,300042,朗科科技,深圳,IT设备,20100108
1518,300043.SZ,300043,星辉娱乐,广东,文教休闲,20100120
1520,300045.SZ,300045,华力创通,北京,IT设备,20100120
1521,300046.SZ,300046,台基股份,湖北,半导体,20100120
1522,300047.SZ,300047,天源迪科,深圳,软件服务,20100120
1523,300048.SZ,300048,合康新能,北京,电气设备,20100120
1524,300049.SZ,300049,福瑞股份,内蒙,医疗保健,20100120
1525,300050.SZ,300050,世纪鼎利,广东,软件服务,20100120
1527,300052.SZ,300052,中青宝,深圳,互联网,20100211
1528,300053.SZ,300053,欧比特,广东,半导体,20100211
1529,300054.SZ,300054,鼎龙股份,湖北,化工原料,20100211
1530,300055.SZ,300055,万邦达,北京,环境保护,20100226
1531,300056.SZ,300056,中创环保,福建,环境保护,20100226
1532,300057.SZ,300057,万顺新材,广东,广告包装,20100226
1533,300058.SZ,300058,蓝色光标,北京,广告包装,20100226
1534,300059.SZ,300059,东方财富,上海,证券,20100319
1535,300061.SZ,300061,旗天科技,上海,互联网,20100319
1536,300062.SZ,300062,中能电气,福建,电气设备,20100319
1537,300063.SZ,300063,天龙集团,广东,互联网,20100326
1539,300065.SZ,300065,海兰信,北京,船舶,20100326
1540,300066.SZ,300066,三川智慧,江西,电器仪表,20100326
1541,300067.SZ,300067,安诺其,上海,染料涂料,20100421
1542,300068.SZ,300068,南都电源,浙江,电气设备,20100421
1543,300069.SZ,300069,金利华电,浙江,电气设备,20100421
1544,300070.SZ,300070,碧水源,北京,环境保护,20100421
1546,300072.SZ,300072,三聚环保,北京,环境保护,20100427
1547,300073.SZ,300073,当升科技,北京,电气设备,20100427
1548,300074.SZ,300074,华平股份,上海,软件服务,20100427
1549,300075.SZ,300075,数字政通,北京,软件服务,20100427
1550,300076.SZ,300076,GQY视讯,浙江,IT设备,20100430
1551,300077.SZ,300077,国民技术,深圳,半导体,20100430
1552,300078.SZ,300078,思创医惠,浙江,软件服务,20100430
1553,300079.SZ,300079,数码视讯,北京,通信设备,20100430
1554,300080.SZ,300080,易成新能,河南,电气设备,20100625
1555,300081.SZ,300081,恒信东方,北京,文教休闲,20100520
1556,300082.SZ,300082,奥克股份,辽宁,化工原料,20100520
1557,300083.SZ,300083,创世纪,广东,机械基件,20100520
1558,300084.SZ,300084,海默科技,甘肃,专用机械,20100520
1559,300085.SZ,300085,银之杰,深圳,软件服务,20100526
1560,300086.SZ,300086,康芝药业,海南,化学制药,20100526
1561,300087.SZ,300087,荃银高科,安徽,种植业,20100526
1562,300088.SZ,300088,长信科技,安徽,元器件,20100526
1564,300091.SZ,300091,金通灵,江苏,机械基件,20100625
1565,300092.SZ,300092,科新机电,四川,专用机械,20100708
1566,300093.SZ,300093,金刚玻璃,广东,玻璃,20100708
1567,300094.SZ,300094,国联水产,广东,渔业,20100708
1568,300095.SZ,300095,华伍股份,江西,机械基件,20100728
1569,300096.SZ,300096,易联众,福建,软件服务,20100728
1570,300097.SZ,300097,智云股份,辽宁,专用机械,20100728
1571,300098.SZ,300098,高新兴,广东,通信设备,20100728
1572,300099.SZ,300099,精准信息,山东,电器仪表,20100806
1573,300100.SZ,300100,双林股份,浙江,汽车服务,20100806
1574,300101.SZ,300101,振芯科技,四川,通信设备,20100806
1575,300102.SZ,300102,乾照光电,福建,半导体,20100812
1576,300103.SZ,300103,达刚控股,陕西,环境保护,20100812
1577,300105.SZ,300105,龙源技术,山东,电器仪表,20100820
1578,300106.SZ,300106,西部牧业,新疆,农业综合,20100820
1579,300107.SZ,300107,建新股份,河北,化工原料,20100820
1580,300108.SZ,300108,吉药控股,吉林,中成药,20100825
1581,300109.SZ,300109,新开源,河南,生物制药,20100825
1582,300110.SZ,300110,华仁药业,山东,化学制药,20100825
1583,300111.SZ,300111,向日葵,浙江,化学制药,20100827
1584,300112.SZ,300112,万讯自控,深圳,电器仪表,20100827
1585,300113.SZ,300113,顺网科技,浙江,互联网,20100827
1586,300114.SZ,300114,中航电测,陕西,电器仪表,20100827
1587,300115.SZ,300115,长盈精密,深圳,元器件,20100902
1588,300116.SZ,300116,保力新,陕西,电气设备,20100902
1589,300117.SZ,300117,嘉寓股份,北京,装修装饰,20100902
1590,300118.SZ,300118,东方日升,浙江,电气设备,20100902
1591,300119.SZ,300119,瑞普生物,天津,农业综合,20100917
1592,300120.SZ,300120,经纬辉开,天津,元器件,20100917
1593,300121.SZ,300121,阳谷华泰,山东,化工原料,20100917
1594,300122.SZ,300122,智飞生物,重庆,生物制药,20100928
1595,300123.SZ,300123,亚光科技,湖南,半导体,20100928
1596,300124.SZ,300124,汇川技术,深圳,电器仪表,20100928
1597,300125.SZ,300125,聆达股份,辽宁,电气设备,20101013
1598,300126.SZ,300126,锐奇股份,上海,轻工机械,20101013
1599,300127.SZ,300127,银河磁体,四川,元器件,20101013
1600,300128.SZ,300128,锦富技术,江苏,元器件,20101013
1601,300129.SZ,300129,泰胜风能,上海,电气设备,20101019
1602,300130.SZ,300130,新国都,深圳,IT设备,20101019
1603,300131.SZ,300131,英唐智控,深圳,商贸代理,20101019
1604,300132.SZ,300132,青松股份,福建,化工原料,20101026
1605,300133.SZ,300133,华策影视,浙江,影视音像,20101026
1606,300134.SZ,300134,大富科技,安徽,通信设备,20101026
1607,300135.SZ,300135,宝利国际,江苏,化工原料,20101026
1608,300136.SZ,300136,信维通信,深圳,通信设备,20101105
1609,300137.SZ,300137,先河环保,河北,环境保护,20101105
1610,300138.SZ,300138,晨光生物,河北,食品,20101105
1611,300139.SZ,300139,晓程科技,北京,元器件,20101112
1612,300140.SZ,300140,中环装备,陕西,环境保护,20101112
1613,300141.SZ,300141,和顺电气,江苏,电气设备,20101112
1614,300142.SZ,300142,沃森生物,云南,生物制药,20101112
1615,300143.SZ,300143,盈康生命,山东,医疗保健,20101209
1616,300144.SZ,300144,宋城演艺,浙江,旅游景点,20101209
1617,300145.SZ,300145,中金环境,浙江,专用机械,20101209
1618,300146.SZ,300146,汤臣倍健,广东,医疗保健,20101215
1619,300147.SZ,300147,香雪制药,广东,中成药,20101215
1620,300148.SZ,300148,天舟文化,湖南,互联网,20101215
1621,300149.SZ,300149,睿智医药,广东,生物制药,20101222
1622,300150.SZ,300150,世纪瑞尔,北京,软件服务,20101222
1623,300151.SZ,300151,昌红科技,深圳,机械基件,20101222
1624,300152.SZ,300152,科融环境,河北,环境保护,20101229
1625,300153.SZ,300153,科泰电源,上海,电气设备,20101229
1626,300154.SZ,300154,瑞凌股份,深圳,机械基件,20101229
1627,300155.SZ,300155,安居宝,广东,元器件,20110107
1628,300157.SZ,300157,恒泰艾普,北京,石油开采,20110107
1629,300158.SZ,300158,振东制药,山西,化学制药,20110107
1630,300159.SZ,300159,新研股份,新疆,航空,20110107
